ID|REDUMP_NAME
SLPM-86715|Simple 1500 Series Vol. 57 - The Meiro (Japan)
SLPM-86760|Simple 1500 Series Vol. 58 - The Sumou (Japan)
SLPM-86709|Simple 1500 Series Vol. 59 - The Suiri - IT Tantei 18 no Jikenbo (Japan)
SLPS-02442|Simple 1500 Series Vol. 6 - The Hanafuda (Japan)
SLPS-01684|Simple 1500 Series Vol. 6 - The Hanafuda (Japan) (Culture Publishers)
SLPM-86761|Simple 1500 Series Vol. 60 - The Table Hockey (Japan)
SLPM-86803|Simple 1500 Series Vol. 61 - The Quiz 2 (Japan)
SLPM-86801|Simple 1500 Series Vol. 62 - The Ski (Japan)
SLPM-86816|Simple 1500 Series Vol. 63 - The Gun Shooting 2 (Japan)
SLPM-86841|Simple 1500 Series Vol. 64 - The Kick Boxing (Japan)
SLPM-86842|Simple 1500 Series Vol. 65 - The Golf (Japan)
SLPM-86840|Simple 1500 Series Vol. 66 - The Kaiten - Mawasundaa!! (Japan)
SLPM-86864|Simple 1500 Series Vol. 67 - The Soccer - Dynamite Soccer 1500 (Japan)
SLPM-86865|Simple 1500 Series Vol. 68 - The RC Car - RC de Go! (Japan)
SLPM-86868|Simple 1500 Series Vol. 69 - The Putter Golf (Japan)
SLPS-02443|Simple 1500 Series Vol. 7 - The Card (Japan)
SLPS-01685|Simple 1500 Series Vol. 7 - The Card (Japan) (Culture Publishers)
SLPM-86869|Simple 1500 Series Vol. 70 - The War Simulation - Hito no Tsukurishi Mono-tachi (Japan)
SLPM-86870|Simple 1500 Series Vol. 71 - The Ren'ai Simulation 2 - Fureai (Japan)
SLPM-86871|Simple 1500 Series Vol. 72 - The Beach Volley (Japan)
SLPM-86900|Simple 1500 Series Vol. 73 - The Invaders - Space Invaders 1500 (Japan)
SLPM-86901|Simple 1500 Series Vol. 74 - The Horror Mystery - Sangeki-kan - Kevin Hakushaku no Fukkatsu (Japan)
SLPM-86912|Simple 1500 Series Vol. 75 - The Double Shooting - RayStorm x RayCrisis (Japan)
SLPM-86914|Simple 1500 Series Vol. 76 - The Dodgeball (Japan)
SLPM-86915|Simple 1500 Series Vol. 77 - The Suiei (Japan)
SLPM-86712|Simple 1500 Series Vol. 78 - The Zeroyon (Japan)
SLPM-86970|Simple 1500 Series Vol. 79 - The Shisenshou (Japan)
SLPS-02444|Simple 1500 Series Vol. 8 - The Solitaire (Japan)
SLPS-01686|Simple 1500 Series Vol. 8 - The Solitaire (Japan) (Culture Publishers)
SLPM-86971|Simple 1500 Series Vol. 80 - The Jintori (Japan)
SLPM-86972|Simple 1500 Series Vol. 81 - The Ren'ai Adventure - Okaeri! (Japan)
SLPM-86973|Simple 1500 Series Vol. 82 - The Sensuikan (Japan)
SLPM-86998|Simple 1500 Series Vol. 83 - The Wakeboard - BursTrick Wakeboarding!! (Japan)
SLPM-86974|Simple 1500 Series Vol. 84 - The Intro Quiz (Japan)
SLPM-87008|Simple 1500 Series Vol. 85 - The Sengoku Bushou - Tenka Touitsu no Yabou (Japan)
SLPM-87017|Simple 1500 Series Vol. 86 - The Onigokko (Japan)
SLPM-87026|Simple 1500 Series Vol. 87 - The Kyoutei (Japan)
SLPM-87023|Simple 1500 Series Vol. 88 - The Gal Mahjong - Love Songs - Idol wa High Rate (Japan)
SLPM-87035|Simple 1500 Series Vol. 89 - The Power Shovel ni Norou!! (Japan)
SLPS-02445|Simple 1500 Series Vol. 9 - The Chess (Japan)
SLPS-01687|Simple 1500 Series Vol. 9 - The Chess (Japan) (Culture Publishers)
SLPM-87044|Simple 1500 Series Vol. 90 - The Sensha (Japan)
SLPM-86975|Simple 1500 Series Vol. 91 - The Gambler - Honoo no Tobaku Densetsu (Japan)
SLPM-87036|Simple 1500 Series Vol. 92 - The Tozan RPG - Ginrei no Hasha (Japan)
SLPM-87057|Simple 1500 Series Vol. 93 - The Puzzle Bobble - Puzzle Bobble 4 (Japan)
SLPM-87076|Simple 1500 Series Vol. 94 - The Cameraman - Gekisha Boy Omake Tsuki (Japan)
SLPM-87070|Simple 1500 Series Vol. 95 - The Hikouki (Japan)
SLPM-87071|Simple 1500 Series Vol. 96 - The Yakyuu 2 - 2002 Pro Yakyuu (Japan)
SLPM-87088|Simple 1500 Series Vol. 97 - The Squash (Japan)
SLPM-87087|Simple 1500 Series Vol. 98 - The Futsal (Japan)
SLPM-87140|Simple 1500 Series Vol. 99 - The Kendou - Ken no Hanamichi (Japan)
SLPS-03309|Simple Character 2000 Series Vol. 01 - Kidou Senshi Gundam - The Gunjin Shougi (Japan)
SLPS-03307|Simple Character 2000 Series Vol. 02 - Afro-ken - The Puzzle (Japan)
SLPS-03308|Simple Character 2000 Series Vol. 03 - Kamen Rider - The Bike Race (Japan)
SLPS-03350|Simple Character 2000 Series Vol. 04 - Jarinko Chie - The Hanafuda (Japan)
SLPS-03362|Simple Character 2000 Series Vol. 05 - High School Kimengumi - The Table Hockey (Japan)
SLPS-03363|Simple Character 2000 Series Vol. 06 - Dokonjou Gaeru - The Mahjong (Japan)
SLPS-03418|Simple Character 2000 Series Vol. 07 - Ikkyuu-san - The Quiz (Japan)
SLPS-03444|Simple Character 2000 Series Vol. 08 - Kagaku Ninjatai Gatchaman - The Shooting (Japan)
SLPS-03445|Simple Character 2000 Series Vol. 09 - Tsurikichi Sanpei - The Tsuri (Japan)
SLPS-03457|Simple Character 2000 Series Vol. 10 - Sakigake!! Otokojuku - The Dodgeball (Japan)
SLPS-03458|Simple Character 2000 Series Vol. 11 - Meitantei Conan - The Board Game (Japan)
SLPS-03471|Simple Character 2000 Series Vol. 12 - Kidou Butouden G Gundam - The Battle (Japan)
SLPS-03472|Simple Character 2000 Series Vol. 13 - Shin Kidou Senki Gundam W - The Battle (Japan)
SLPS-03473|Simple Character 2000 Series Vol. 14 - Nantettantei Idol - The Jigsaw Puzzle (Japan)
SLPS-03474|Simple Character 2000 Series Vol. 15 - Cyborg 009 - The Block Kuzushi (Japan)
SLPS-03546|Simple Character 2000 Series Vol. 16 - Gamba no Bouken - The Puzzle Action (Japan)
SLPS-03547|Simple Character 2000 Series Vol. 17 - Sentou Mecha Xabungle - The Race in Action (Japan)
SLES-03401|Simpsons Wrestling, The (Europe)
SLUS-01227|Simpsons Wrestling, The (USA)
SLPS-02102|Simulation Pro Yakyuu '99 (Japan)
SLPS-00876|Simulation RPG Tkool (Japan)
SLPS-03346|Simulation RPG Tkool (Japan) (Enterbrain Collection)
SLPS-00458|Simulation Zoo (Japan)
SLPS-03156|Sister Princess (Japan) (Disc 1)
SLPS-03154|Sister Princess (Japan) (Disc 1) (Shokai Genteiban)
SLPS-03157|Sister Princess (Japan) (Disc 2)
SLPS-03155|Sister Princess (Japan) (Disc 2) (Shokai Genteiban)
SLPS-03360|Sister Princess - Pure Stories (Japan)
SLPS-03523|Sister Princess 2 (Japan) (Disc 1)
SLPS-03521|Sister Princess 2 (Japan) (Disc 1) (Shokai Genteiban)
SLPS-03524|Sister Princess 2 (Japan) (Disc 2)
SLPS-03522|Sister Princess 2 (Japan) (Disc 2) (Shokai Genteiban)
SLPS-03556|Sister Princess 2 - Premium Fan Disc (Japan) (Disc A)
SLPS-03557|Sister Princess 2 - Premium Fan Disc (Japan) (Disc B)
SLES-04152|Sitting Ducks (Europe) (En,Fr,De,Es,It,Nl)
SLES-00341|Skeleton Warriors (Europe)
SLUS-00209|Skeleton Warriors (USA)
SLES-02947|Ski Air Mix (Europe)
SLPS-01476|Ski Air Mix (Japan)
SLES-01090|Skullmonkeys (Europe)
SLES-01091|Skullmonkeys (France)
SLES-01092|Skullmonkeys (Germany)
SLUS-00601|Skullmonkeys (USA)
SLES-03776|Sky Sports Football Quiz (Europe)
SLES-03856|Sky Sports Football Quiz - Season 02 (Europe)
SLUS-01392|Skydiving Extreme (USA)
SLUS-00022|Slam 'n Jam '96 featuring Magic & Kareem (USA)
SLPS-00246|Slam Dragon (Japan)
SLES-00427|Slamscape (Europe)
SLUS-00080|Slamscape (USA)
SLPS-02789|Slap Happy Rhythm Busters (Japan)
SLPS-01363|Slayers Royal (Japan)
SLPS-02115|Slayers Royal 2 (Japan)
SLPS-01599|Slayers Wonderful (Japan)
SLUS-90072|Sled Storm & Medal of Honor Demo CD (USA)
SLED-02300|Sled Storm (Europe) (Demo)
SLES-02194|Sled Storm (Europe) (En,Fr,De,Es)
SLUS-00955|Sled Storm (USA)
SCUS-94472|Slim Jim (USA)
SLPS-02997|Slot! Pro - Ooedo Sakura Fubuki 2 (Japan)
SLPS-03179|Slot! Pro 2 - Bakuretsu Oozumou Aka & Murasaki (Japan)
SLPS-03253|Slot! Pro 3 - Juggler Special (Japan)
SLPS-03394|Slot! Pro 4 - Tairyou Special (Japan)
SLPS-03439|Slot! Pro 5 - Naniwa Sakura Fubuki & Shimauta (Japan)
SLPS-03469|Slot! Pro 6 - Hyper Juggler V (Japan)
SLPS-03485|Slot! Pro 7 - Hana Densetsu (Japan)
SLUS-01555|Slots (USA)
SLPS-03192|Slotter Mania - Gekinetsu Okisuro! Siosai Special (Japan)
SLPS-03349|Slotter Mania 2 - Chounetsu 30! Hana Hana & Kingbary & Hai Hai Siesta (Japan)
SLPS-03414|Slotter Mania 3 - Bakuryou Houshutsu! Uminchu & Fire Element (Japan)
SLPS-03438|Slotter Mania 4 - Gekiatsu Youkou! Siolar & King Castle & Kabuto (Japan)
SLPS-03468|Slotter Mania 5 - Gekiuchi Shinzui! Hyper Juggler V & Kita-chan Country & Wonder Review 2 (Japan)
SLPS-03483|Slotter Mania 6 - Bakuretsu Sairai! Wadatsumi (2 Types) & Blue Lagoon (Japan)
SLPS-03511|Slotter Mania 7 - Gekiatsu! Siosai-musume Seizoroi DX + Apache A (Japan)
SLPS-03520|Slotter Mania 8 - Miwaku no Takarabako! Jewel Magic 2 & Gold & Silver (Japan)
SLPS-03533|Slotter Mania 9 - Gokunetsu 30 Phi! Haibi & Splash Seven (Japan)
SLPS-02960|Slotter Mania Core - Tokonatsu no Atsusa! Oasis (Japan)
SLPS-03467|Slotter Mania Gaiden - Chouatsu Densetsu! Golden Rookie & Fire V & Ryuuou (Japan)
SLES-01580|Small Soldiers (Europe)
SLES-01581|Small Soldiers (France)
SLES-01582|Small Soldiers (Germany)
SLUS-00781|Small Soldiers (USA)
SLPS-00450|Smash Court (Japan)
SLPS-01693|Smash Court 2 (Japan)
SLPS-03001|Smash Court 3 (Japan)
SLUS-01359|Smurf Racer! (USA) (En,Fr,Es)
SLES-01749|Smurfs, The (Europe) (En,Fr,De,Es,It,Nl)
SLUS-01008|Smurfs, The (USA) (En,Fr,Es)
SLPS-00154|Snatcher (Japan)
SLPS-02650|Sno Pokeler (Japan)
SLES-02763|SnoCross Championship Racing (Europe) (En,Fr,De,Es,It)
SLUS-01093|SnoCross Championship Racing (USA)
SLPS-01823|Snobow Kids Plus (Japan)
SCPS-45157|Snow Break (Japan, Asia)
SLES-01106|Snow Racer 98 (Europe) (En,Fr,De)
SLES-03960|Snowboard Racer (Europe)
SLUS-01287|Snowboarding (USA)
SLPS-00140|Snowman, The (Japan)
SLES-00691|Soccer '97 (Europe) (En,Fr,De,Es,It)
SLES-04022|Soccer Kid (Europe)
SLPM-86234|Soeldnerschild Special (Japan)
SCPS-45260|Sol Divide (Japan, Asia)
SLUS-01519|Sol Divide (USA)
SLPS-00597|Sold Out (Japan)
SLPS-03028|Solid Link - Dungeon Side (Japan)
SLPS-03027|Solid Link - Tower Side (Japan)
SLPM-80381|Sonata (Japan) (Demo)
SLPS-01843|Sonata (Japan) (Disc 1)
SLPS-01844|Sonata (Japan) (Disc 2)
SLPM-80318|Sonata (Japan) (Profile Disc)
SLPS-00307|Sonic Wings Special (Japan)
SLPM-80355|Sony Computer Entertainment Hyper Fan Book (Japan)
SLUS-01495|Sorcerer's Maze (USA)
SLPS-01827|Soreike Flyfishing - Let's Go Flyfishing (Japan)
SLPS-00484|Soreike no Kokology - Kokoro ga Oshieru Koi, Kekkon, Jinsei (Japan)
SLPS-00273|Sotsugyou - Crossworld (Japan)
SLPS-00113|Sotsugyou II - Neo Generation (Japan)
SLPS-01332|Sotsugyou III - Wedding Bell (Japan)
SLPS-01444|Sotsugyou M - Seito Kaichou no Karei naru Inbou (Japan) (Disc 1)
SLPS-01445|Sotsugyou M - Seito Kaichou no Karei naru Inbou (Japan) (Disc 2)
SLPM-80233|Sotsugyou M - Seito Kaichou no Karei naru Inbou (Japan) (Taikenban)
SLPS-00261|Sotsugyou R - Graduation Real (Japan)
SLPS-00989|Sotsugyou Vacation (Japan)
SLPS-01722|Sougaku Toshi Osaka (Japan) (Disc 1) (Method)
SLPS-01723|Sougaku Toshi Osaka (Japan) (Disc 2) (Object)
SLPS-01291|Soukaigi (Japan) (Disc 1)
SLPS-01292|Soukaigi (Japan) (Disc 2)
SLPS-01293|Soukaigi (Japan) (Disc 3)
SLPS-02010|Soukoban - Nanmon Shinan (Japan)
SLPS-00924|Soukoban Basic (Japan)
SLPS-01519|Soukoban Basic 2 (Japan)
SLPS-02091|Soukou Kidoutai L.A.P.D. (Japan)
SLPM-80432|Soukou Kidoutai L.A.P.D. (Japan) (Demo)
SLPS-02315|Soukou Kihei Votoms - Koutetsu no Gunzei (Japan)
SLPS-02313|Soukou Kihei Votoms - Koutetsu no Gunzei (Japan) (Shokai Seisan Genteiban)
SLPS-01961|Soukou Kihei Votoms - Lightning Slash (Japan)
SLPM-80360|Soukou Kihei Votoms - Lightning Slash (Japan) (Demo)
SLPS-01960|Soukou Kihei Votoms - Lightning Slash (Japan) (Limited Edition)
SLPS-01331|Soukou Kihei Votoms - Woodo Kummen (Japan)
SLPS-01330|Soukou Kihei Votoms - Woodo Kummen (Japan) (Limited Edition)
SLPS-00981|Soukou Kihei Votoms Gaiden - Ao no Kishi Berserga Monogatari (Japan) (Limited Edition)
SCPS-45115|Soukou Kihei Votoms Gaiden - Ao no Kishi Berserga Monogatari (Japan, Asia)
SLPS-01041|Soukuu no Tsubasa - Gotha World (Japan) (Disc 1)
SLPS-01042|Soukuu no Tsubasa - Gotha World (Japan) (Disc 2)
SLPS-01172|Soukyuu Gurentai - Oubushutsugeki (Japan)
SCES-00577|Soul Blade (Europe)
SLUS-00240|Soul Blade (USA)
SLPS-00555|Soul Edge (Japan)
SLPS-00545|Soul Edge (Japan) (Gentei Box)
SLPS-91168|Soul Edge (Japan) (Rev 1)
SLUS-00822|Soul of the Samurai (USA)
SLPM-86170|Soulmaster (Japan)
SLPS-02479|Soumatou (Japan)
SLPM-80507|Soumatou (Japan) (Demo)
SLPS-01645|Sound Novel Evolution 1 - Otogirisou - Sosei-hen (Japan)
SLPS-91225|Sound Novel Evolution 1 - Otogirisou - Sosei-hen (Japan) (Rev 1)
SLPS-01794|Sound Novel Evolution 2 - Kamaitachi no Yoru Tokubetsu Hen (Japan)
SLPS-01845|Sound Novel Evolution 3 - Machi - Unmei no Kousaten (Japan) (Disc 1)
SLPS-01846|Sound Novel Evolution 3 - Machi - Unmei no Kousaten (Japan) (Disc 2)
SLPS-00882|Sound Novel Tkool 2 (Japan)
SLPS-01309|Sound Qube (Japan)
SLPS-02716|Sound Qube (Japan) (Best of the Best)
SLPS-00642|Souryuu (Japan)
SCPS-10058|Souten no Shiroki Kami no Kura - Great Peak (Japan)
SLES-02158|South Park (Europe)
SLUS-00936|South Park (USA)
SLES-01972|South Park - Chef's Luv Shack (Europe)
SLED-02576|South Park - Chef's Luv Shack (Europe) (Demo)
SLUS-00997|South Park - Chef's Luv Shack (USA)
SLES-02352|South Park Rally (Europe)
SLES-02690|South Park Rally (Europe) (En,Fr,De,Es)
SLUS-00984|South Park Rally (USA)
SLPM-86408|Southern All Stars - Space MOSA Space Museum of Southern Art (Japan) (Disc 1) (Museum)
SLPM-86409|Southern All Stars - Space MOSA Space Museum of Southern Art (Japan) (Disc 2) (Library)
SLPM-86410|Southern All Stars - Space MOSA Space Museum of Southern Art (Japan) (Disc 3) (Theater)
SLES-00507|Soviet Strike (Europe)
SLES-00508|Soviet Strike (France)
SLES-00509|Soviet Strike (Germany)
SLPS-00735|Soviet Strike (Japan)
SLUS-00061|Soviet Strike (USA)
SLPS-00312|Space Adventure Cobra - The Shooting (Japan)
SCES-02290|Space Debris (Europe)
SCES-02430|Space Debris (France)
SCES-02431|Space Debris (Germany)
SCES-02432|Space Debris (Italy)
SCES-02433|Space Debris (Spain)
SLPS-00012|Space Griffon VF-9 (Japan)
SLUS-00153|Space Griffon VF-9 (USA)
SLES-00207|Space Hulk - Vengeance of the Blood Angels (Europe)
SLUS-00205|Space Hulk - Vengeance of the Blood Angels (USA)
SLES-02144|Space Invaders (Europe)
SLPS-00940|Space Invaders (Japan)
SLUS-00928|Space Invaders (USA)
SLPM-86153|Space Invaders 2000 (Japan)
SLPM-86419|Space Invaders X (Japan)
SLES-00284|Space Jam (Europe)
SLPS-00697|Space Jam (Japan)
SLUS-00243|Space Jam (USA)
SLES-04126|Space Rider (Europe)
SLUS-01308|Space Shot (USA)
SLPS-00074|Sparrow Garden - Namco Mahjong (Japan)
SCES-01056|Spawn - The Eternal (Europe)
SLPS-01400|Spawn - The Eternal (Japan)
SCUS-94204|Spawn - The Eternal (USA)
SLES-03891|Spec Ops - Airborne Commando (Europe) (En,Fr,De,It)
SLUS-01447|Spec Ops - Airborne Commando (USA)
SLES-03515|Spec Ops - Covert Assault (Europe) (En,Fr,De,Es,It)
SLUS-01420|Spec Ops - Covert Assault (USA)
SLES-03157|Spec Ops - Ranger Elite (Europe) (En,Fr,De,Es,It)
SLUS-01299|Spec Ops - Ranger Elite (USA)
SLES-00844|Spec Ops - Stealth Patrol (Europe) (En,Fr,De,Es,It)
SLUS-01131|Spec Ops - Stealth Patrol (USA)
SLPS-02526|Spectral Blade (Japan)
SLPS-01056|Spectral Force (Japan)
SLPS-00969|Spectral Force (Japan) (Shokai Gentei Box)
SLPS-02233|Spectral Force - Itoshiki Jaaku (Japan)
SLPS-01628|Spectral Force 2 (Japan)
SLPS-00476|Spectral Tower (Japan)
SLPS-01179|Spectral Tower II (Japan)
SLPM-80209|Spectral Tower II (Japan) (Demo)
SCES-01763|Speed Freaks (Europe)
SLPM-86013|Speed King - Neo Kobe 2045 (Japan)
SLES-03930|Speed Machines (Europe)
SCUS-94563|Speed Punks (USA)
SCUS-94572|Speed Punks (USA) (Demo)
SLUS-00613|Speed Racer (USA)
SLES-02782|Speedball 2100 (Europe) (En,Fr,De,Es,It)
SLUS-01218|Speedball 2100 (USA)
SLES-00575|Speedster (Europe)
SLED-01711|Sphere 360 (Europe) (En,Fr,De,Es,It) (Demo)
SCES-00883|Spice World (Europe)
SCES-01231|Spice World (France)
SCES-01232|Spice World (Germany)
SCES-01233|Spice World (Italy)
SCES-01234|Spice World (Spain)
SLUS-00723|Spice World (USA)
SLES-00117|Spider - The Video Game (Europe)
SLES-00681|Spider - The Video Game (France)
SLES-00682|Spider - The Video Game (Germany)
SLPS-00852|Spider - The Video Game (Japan)
SLUS-00230|Spider - The Video Game (USA)
SLES-02886|Spider-Man (Europe)
SLES-02887|Spider-Man (France)
SLES-02888|Spider-Man (Germany)
SLES-02889|Spider-Man (Italy)
SLPM-86739|Spider-Man (Japan)
SLES-02890|Spider-Man (Spain)
SLUS-00875|Spider-Man (USA)
SLES-03623|Spider-Man 2 - Enter - Electro (Europe)
SLES-03625|Spider-Man 2 - Enter - Electro (Germany)
SLPM-87073|Spider-Man 2 - Enter - Electro (Japan)
SLUS-01378|Spider-Man 2 - Enter - Electro (USA)
SLES-03624|Spider-Man 2 - La Revanche d'Electro (France)
SLES-02790|Spin Jam (Europe)
SLUS-01250|Spin Jam (USA)
SLPS-01461|Spin Tail (Japan)
SLES-01361|Sports Car GT (Europe)
SLES-01915|Sports Car GT (France)
SLES-01916|Sports Car GT (Germany)
SLUS-00655|Sports Car GT (USA)
SLES-03057|Sports Superbike (Europe) (En,Fr,De,It)
SLES-03827|Sports Superbike 2 (Europe)
SLUS-01459|Sports Superbike 2 (USA)
SLES-02616|Sportweek Player Manager 2000 (Netherlands) (En,Fr)
SLES-03569|Sportweek Player Manager 2001 (Netherlands)
SLES-00330|Spot Goes to Hollywood (Europe)
SLPS-00394|Spot Goes to Hollywood (Japan)
SLUS-00014|Spot Goes to Hollywood (USA)
SLPS-02117|Spriggan - Lunar Verse (Japan)
SLPM-80447|Spriggan - Lunar Verse (Japan) (Demo)
SCES-02835|Spyro - Year of the Dragon (Europe) (En,Fr,De,Es,It)
SCUS-94467|Spyro - Year of the Dragon (USA)
SCUS-94615|Spyro - Year of the Dragon (USA) (Demo)
SCES-02104|Spyro 2 - Gateway to Glimmer (Europe) (En,Fr,De,Es,It)
SCUS-94425|Spyro 2 - Ripto's Rage! (USA)
SCUS-94460|Spyro 2 - Ripto's Rage! (USA) (Demo)
SCUS-94632|Spyro 2 - Ripto's Rage! + Crash Team Racing (USA)
SCES-01438|Spyro the Dragon (Europe) (En,Fr,De,Es,It)
SCPS-10085|Spyro the Dragon (Japan)
SCPS-10083|Spyro the Dragon (Japan) (Shokai Genteiban)
SCUS-94228|Spyro the Dragon (USA)
SCUS-94290|Spyro the Dragon (USA) (Demo 1)
SCUS-94439|Spyro the Dragon (USA) (Demo 2)
SCED-01637|Spyro the Dragon Speciale (France)
SLPM-80306|Square Maniacs '98 (Japan)
SLPS-00771|Square's Preview 2 (Japan)
SLPS-01491|Square's Preview 3 (Japan)
SCPS-45417|Square's Preview 5 (Japan, Asia)
SLPM-80048|Square's Preview Extra - FF VII Sample & SIGGRAPH '95 Works (Japan)
SCPS-45401|Square's Preview Vol. 4 (Japan, Asia)
SLUS-90028|Squaresoft on PlayStation 1998 Collector's CD Vol. 1 (USA)
SLUS-90029|Squaresoft on PlayStation 1998 Collector's CD Vol. 2 (USA) (Final Fantasy VIII Demo)
SLUS-90075|Squaresoft on PlayStation 2000 Collector's CD Vol. 3 (USA)
SCUS-94256|Squaresoft on PlayStation Collector's CD (USA)
SLPS-02638|St. Luminous Jogakuin (Japan)
SLES-00574|Stadt der verlorenen Kinder, Die (Germany)
SLPS-00162|Stahlfeder - Tekkou Hikuudan (Japan)
SLPS-00468|Stakes Winner - GI Kanzen Seiha e no Michi (Japan)
SLPS-00850|Stakes Winner 2 - Saikyouba Densetsu (Japan)
SLPS-00783|Standby Say You! (Japan)
SLPS-01196|Star Bowling DX, The (Japan) (Disc 1)
SLPS-01197|Star Bowling DX, The (Japan) (Disc 2)
SLPS-01198|Star Bowling DX, The (Japan) (Disc 3)
SLPS-01199|Star Bowling DX, The (Japan) (Disc 4)
SLUS-00241|Star Fighter (USA)
SLED-00553|Star Gladiator (Europe) (Demo)
SLES-00495|Star Gladiator - Episode I - Final Crusade (Europe)
SLPS-00539|Star Gladiator - Episode I - Final Crusade (Japan)
SLPM-80056|Star Gladiator - Episode I - Final Crusade (Japan) (Demo)
SLUS-00372|Star Gladiator - Episode I - Final Crusade (USA)
SCES-01707|Star Ixiom (Europe)
SLPS-01680|Star Ixiom (Japan)
SLPS-01390|Star Monja (Japan)
SLPM-80274|Star Ocean - The Second Story & Hello Charlie!! (Japan) (Demo)
SCES-02159|Star Ocean - The Second Story (Europe) (Disc 1)
SCES-12159|Star Ocean - The Second Story (Europe) (Disc 2)
SCES-02160|Star Ocean - The Second Story (France) (Disc 1)
SCES-12160|Star Ocean - The Second Story (France) (Disc 2)
SCES-02161|Star Ocean - The Second Story (Germany) (Disc 1)
SCES-12161|Star Ocean - The Second Story (Germany) (Disc 2)
SLPM-86105|Star Ocean - The Second Story (Japan) (Disc 1)
SLPM-87357|Star Ocean - The Second Story (Japan) (Disc 1) (Rev 1)
SLPM-86106|Star Ocean - The Second Story (Japan) (Disc 2)
SLPM-87358|Star Ocean - The Second Story (Japan) (Disc 2) (Rev 1)
SCUS-94421|Star Ocean - The Second Story (USA) (Disc 1)
SCUS-94422|Star Ocean - The Second Story (USA) (Disc 2)
SLES-02068|Star Trek - Invasion (Europe)
SLES-02884|Star Trek - Invasion (Germany)
SLUS-00924|Star Trek - Invasion (USA)
SLES-00585|Star Wars - Dark Forces (Europe)
SLES-00640|Star Wars - Dark Forces (Italy) (En,It)
SLPS-00685|Star Wars - Dark Forces (Japan)
SLES-00646|Star Wars - Dark Forces (Spain)
SLUS-00297|Star Wars - Dark Forces (USA)
SLES-03273|Star Wars - Demolition (Europe)
SLES-03274|Star Wars - Demolition (France)
SLES-03275|Star Wars - Demolition (Germany)
SLUS-01183|Star Wars - Demolition (USA)
SLUS-90088|Star Wars - Demolition (USA) (Demo)
SLES-02036|Star Wars - Episode I - Die dunkle Bedrohung (Germany)
SLES-02607|Star Wars - Episode I - Jedi Power Battles (Europe)
SLES-02608|Star Wars - Episode I - Jedi Power Battles (France)
SLES-02609|Star Wars - Episode I - Jedi Power Battles (Germany)
SLUS-01046|Star Wars - Episode I - Jedi Power Battles (USA)
SLES-02035|Star Wars - Episode I - La Menace Fantome (France)
SLED-02045|Star Wars - Episode I - La Menace Fantome (France) (Demo)
SLED-02044|Star Wars - Episode I - The Phantom Menace (Australia) (Demo)
SLES-02034|Star Wars - Episode I - The Phantom Menace (Europe)
SLPS-02153|Star Wars - Episode I - The Phantom Menace (Japan)
SLUS-00884|Star Wars - Episode I - The Phantom Menace (USA)
SLUS-80884|Star Wars - Episode I - The Phantom Menace (USA) (Demo)
SLES-02610|Star Wars - Episodio I - Jedi Power Battles (Italy)
SLES-02611|Star Wars - Episodio I - Jedi Power Battles (Spain)
SLES-02038|Star Wars - Episodio I - La Amenaza Fantasma (Spain)
SLES-02037|Star Wars - Episodio I - La Minaccia Fantasma (Italy)
SLES-01111|Star Wars - Masters of Teras Kasi (Europe)
SLPS-01464|Star Wars - Masters of Teras Kasi (Japan)
SLUS-00562|Star Wars - Masters of Teras Kasi (USA)
SLES-00654|Star Wars - Rebel Assault II - The Hidden Empire (Europe) (Disc 1)
SLES-10654|Star Wars - Rebel Assault II - The Hidden Empire (Europe) (Disc 2)
SLES-00656|Star Wars - Rebel Assault II - The Hidden Empire (France) (Disc 1)
SLES-10656|Star Wars - Rebel Assault II - The Hidden Empire (France) (Disc 2)
SLES-00584|Star Wars - Rebel Assault II - The Hidden Empire (Germany) (Disc 1)
SLES-10584|Star Wars - Rebel Assault II - The Hidden Empire (Germany) (Disc 2)
SLES-00643|Star Wars - Rebel Assault II - The Hidden Empire (Italy) (Disc 1)
SLES-10643|Star Wars - Rebel Assault II - The Hidden Empire (Italy) (Disc 2)
SLPS-00638|Star Wars - Rebel Assault II - The Hidden Empire (Japan) (Disc 1)
SLPS-00639|Star Wars - Rebel Assault II - The Hidden Empire (Japan) (Disc 2)
SLES-00644|Star Wars - Rebel Assault II - The Hidden Empire (Spain) (Disc 1)
SLES-10644|Star Wars - Rebel Assault II - The Hidden Empire (Spain) (Disc 2)
SLUS-00381|Star Wars - Rebel Assault II - The Hidden Empire (USA) (Disc 1)
SLUS-00386|Star Wars - Rebel Assault II - The Hidden Empire (USA) (Disc 2)
SLES-00293|StarFighter 3000 (Europe) (En,Fr,De,Es,It)
SLPS-00487|StarFighter 3000 (Japan)
SLES-02921|StarSweep (Europe)
SLPS-01040|StarSweep (Japan)
SLPM-80136|StarSweep (Japan) (Demo 1)
SLPM-80151|StarSweep (Japan) (Demo 2)
SCES-00034|Starblade Alpha (Europe)
SLPS-00022|Starblade Alpha (Japan)
SLUS-00057|Starblade Alpha (USA)
SLPS-00958|Starborders (Japan)
SLUS-01302|Starfighter Sanvein (USA)
SLPS-01407|Starlight Scramble - Ren'ai Kouhosei (Japan)
SLPM-86809|Startling Adventures - Kuusou 3x Daibouken (Japan)
SLPS-02043|Startling Odyssey 1 - Blue Evolution (Japan)
SLES-00090|Starwinder - The Ultimate Space Race (Europe)
